DEBIT	CREDIT	TRANSFERID	CREATEDDATE
0.9	0	1478746354	30-DEC-25
0.1	0	1478746460	30-DEC-25
10	0	1478746484	30-DEC-25
0	0.5	1478746560	30-DEC-25
0.02	0.45	1478746574	30-DEC-25
0	0.5	1478746603	30-DEC-25
0.02	0.55	1478746712	30-DEC-25
0	7	1478746970	30-DEC-25
0	0.5	1478747157	30-DEC-25
0	0.22	1478747161	30-DEC-25
0	0.5	1478747201	30-DEC-25
0	0.5	1478747259	30-DEC-25
0	0.1	1478747365	30-DEC-25
0.02	0.55	1478747417	30-DEC-25
0	0.5	1478747433	30-DEC-25
0.02	1.05	1478747632	30-DEC-25
0.2	0	1478747787	30-DEC-25
0	0.5	1478747811	30-DEC-25
0.11	0	1478747870	30-DEC-25
0	0.5	1478747932	30-DEC-25
0	0.5	1478748034	30-DEC-25
0.02	0.55	1478748122	30-DEC-25
0	0.5	1478748128	30-DEC-25
0	0.5	1478748135	30-DEC-25
0	0.5	1478748196	30-DEC-25
0	0.12	1478748380	30-DEC-25
0.02	0.55	1478748418	30-DEC-25
0.02	0.3	1478748427	30-DEC-25
0	0.5	1478748462	30-DEC-25
0.02	0.55	1478748582	30-DEC-25
0	0.5	1478748652	30-DEC-25
1.3	0	1478748919	30-DEC-25
8	0	1478749028	30-DEC-25
0.1	0	1478749077	30-DEC-25
0	0.5	1478749081	30-DEC-25
0.02	0.55	1478749119	30-DEC-25
0.02	0.55	1478749165	30-DEC-25
0.3	0	1478749210	30-DEC-25
0	0.5	1478749271	30-DEC-25
0	0.5	1478749366	30-DEC-25
0.02	0.55	1478749372	30-DEC-25
0	0.5	1478749458	30-DEC-25
0.02	0.55	1478749800	30-DEC-25
0	0.5	1478749803	30-DEC-25
0	0.5	1478749808	30-DEC-25
0.3	0	1478749901	30-DEC-25
0.3	0	1478750032	30-DEC-25
0	0.12	1478750077	30-DEC-25
0	0.1	1478750088	30-DEC-25
0.02	0.55	1478750163	30-DEC-25
0	0.5	1478750186	30-DEC-25
0.2	0	1478750261	30-DEC-25
0.02	3.1	1478750301	30-DEC-25
0.02	0.55	1478750345	30-DEC-25
0	0.12	1478750375	30-DEC-25
0	0.5	1478750550	30-DEC-25
0	7	1478750597	30-DEC-25
0	0.5	1478750752	30-DEC-25
0.02	0.55	1478750790	30-DEC-25
0.02	0.55	1478750945	30-DEC-25
0	0.5	1478750951	30-DEC-25
1	0	1478751035	30-DEC-25
2	0	1478751098	30-DEC-25
0.02	0.55	1478751282	30-DEC-25
0	0.5	1478751357	30-DEC-25
0.02	0.55	1478751409	30-DEC-25
0.2	0	1478751444	30-DEC-25
0.02	0.55	1478751516	30-DEC-25
0.02	0.3	1478751600	30-DEC-25
0.02	0.55	1478751605	30-DEC-25
0	0.1	1478751611	30-DEC-25
0.16	0	1478751684	30-DEC-25
1	0	1478751727	30-DEC-25
0.2	0	1478751761	30-DEC-25
0.02	0.3	1478751767	30-DEC-25
0	0.5	1478752009	30-DEC-25
0.3	0	1478752041	30-DEC-25
0.02	0.55	1478752073	30-DEC-25
0.02	0.55	1478752083	30-DEC-25
0.02	0.55	1478752084	30-DEC-25
0	0.25	1478752209	30-DEC-25
0	0.5	1478752436	30-DEC-25
0	0.1	1478752515	30-DEC-25
0	0.12	1478752523	30-DEC-25
0.5	0	1478752540	30-DEC-25
0	0.5	1478752798	30-DEC-25
0.8	0	1478752809	30-DEC-25
0	0.25	1478752862	30-DEC-25
0.25	0	1478752879	30-DEC-25
0	0.5	1478752940	30-DEC-25
0.02	0.55	1478752949	30-DEC-25
0	0.5	1478753074	30-DEC-25
0.02	0.55	1478753259	30-DEC-25
0	0.5	1478753478	30-DEC-25
0.5	0	1478753683	30-DEC-25
0	0.2	1478753793	30-DEC-25
0.02	0.55	1478754007	30-DEC-25
0.02	0.17	1478754033	30-DEC-25
0.05	0	1478754072	30-DEC-25
0	0.12	1478754251	30-DEC-25
0	0.5	1478754293	30-DEC-25
0.02	0.55	1478754412	30-DEC-25
0	2	1478754510	30-DEC-25
0	0.5	1478754560	30-DEC-25
0.02	0.55	1478754684	30-DEC-25
3	0	1478754702	30-DEC-25
0.02	0.65	1478754732	30-DEC-25
0	0.25	1478754735	30-DEC-25
0	0.5	1478754819	30-DEC-25
0	0.5	1478754894	30-DEC-25
0	0.5	1478754916	30-DEC-25
0	0.5	1478754964	30-DEC-25
0.02	0.55	1478754970	30-DEC-25
0.02	0.55	1478755080	30-DEC-25
0	0.5	1478755127	30-DEC-25
0.02	0.55	1478755256	30-DEC-25
36	0	1478755288	30-DEC-25
1.8	0	1478755383	30-DEC-25
0	0.5	1478755396	30-DEC-25
0	0.12	1478755416	30-DEC-25
0.02	0.55	1478755487	30-DEC-25
0.02	1.05	1478755603	30-DEC-25
0.02	0.45	1478755720	30-DEC-25
1	0	1478755887	30-DEC-25
0.02	0.55	1478756030	30-DEC-25
0.2	0	1478756057	30-DEC-25
0	0.12	1478756080	30-DEC-25
0	0.5	1478756082	30-DEC-25
0.25	0	1478756085	30-DEC-25
0	0.5	1478756215	30-DEC-25
0.02	1.05	1478756259	30-DEC-25
0	0.5	1478756279	30-DEC-25
0.5	0	1478756349	30-DEC-25
0.02	0.55	1478756400	30-DEC-25
0.02	0.55	1478756423	30-DEC-25
0.02	0.55	1478756436	30-DEC-25
1.5	0	1478756494	30-DEC-25
0	0.5	1478756507	30-DEC-25
0.02	0.3	1478756549	30-DEC-25
0.02	0.55	1478756571	30-DEC-25
0.02	0.55	1478756587	30-DEC-25
0	0.25	1478756676	30-DEC-25
0.02	0.55	1478756810	30-DEC-25
0	0.5	1478756849	30-DEC-25
0	0.5	1478756956	30-DEC-25
0.1	0	1478756968	30-DEC-25
0	0.12	1478757117	30-DEC-25
0	0.25	1478757157	30-DEC-25
0.02	0.55	1478757173	30-DEC-25
0.02	0.55	1478757218	30-DEC-25
0	0.12	1478757698	30-DEC-25
0.3	0	1478757722	30-DEC-25
0	0.5	1478757831	30-DEC-25
0	0.5	1478757839	30-DEC-25
3	0	1478757981	30-DEC-25
0	0.25	1478758383	30-DEC-25
5	0	1478758393	30-DEC-25
0	10	1478758511	30-DEC-25
0	0.5	1478759088	30-DEC-25
0.02	0.55	1478759103	30-DEC-25
0.02	0.55	1478759175	30-DEC-25
0	0.5	1478759259	30-DEC-25
0	0.25	1478759323	30-DEC-25
0	0.25	1478759657	30-DEC-25
1	0	1478760165	30-DEC-25
0.02	0.55	1478760213	30-DEC-25
0	0.5	1478760326	30-DEC-25
0.02	0.55	1478760400	30-DEC-25
0.02	0.55	1478760520	30-DEC-25
0.02	0.55	1478760548	30-DEC-25
0	0.5	1478760733	30-DEC-25
0.02	0.3	1478761096	30-DEC-25
14	0	1478761241	30-DEC-25
0.02	0.55	1478761305	30-DEC-25
0	0.5	1478761410	30-DEC-25
0.5	0	1478761418	30-DEC-25
0.34	0	1478761667	30-DEC-25
0	0.12	1478761998	30-DEC-25
0.02	0.55	1478762012	30-DEC-25
0.02	0.16	1478762026	30-DEC-25
0.25	0	1478762167	30-DEC-25
0.02	0.55	1478762244	30-DEC-25
0	0.5	1478762393	30-DEC-25
0.18	0	1478762398	30-DEC-25
0.02	0.55	1478762442	30-DEC-25
0.9	0	1478762513	30-DEC-25
0.5	0	1478762550	30-DEC-25
0.3	0	1478762570	30-DEC-25
0.5	0	1478762600	30-DEC-25
0.02	0.55	1478762759	30-DEC-25
0.6	0	1478762773	30-DEC-25
0.02	0.55	1478762917	30-DEC-25
0	0.5	1478762919	30-DEC-25
2	0	1478762973	30-DEC-25
0	0.12	1478762985	30-DEC-25
0	0.5	1478763163	30-DEC-25
0	0.5	1478763201	30-DEC-25
0	0.5	1478763246	30-DEC-25
0.02	0.55	1478763374	30-DEC-25
0.02	0.55	1478763382	30-DEC-25
0	0.47	1478763615	30-DEC-25
0.02	0.55	1478763793	30-DEC-25
0.02	0.55	1478763988	30-DEC-25
0	0.4	1478764041	30-DEC-25
0	6	1478764118	30-DEC-25
0.02	0.55	1478764205	30-DEC-25
0	0.5	1478764275	30-DEC-25
0.02	0.55	1478764309	30-DEC-25
0.02	0.55	1478764520	30-DEC-25
0.5	0	1478764564	30-DEC-25
0.02	0.55	1478764598	30-DEC-25
0	0.5	1478764605	30-DEC-25
0.02	0.55	1478764623	30-DEC-25
0.02	0.55	1478764645	30-DEC-25
0.02	0.55	1478764756	30-DEC-25
0	0.5	1478764795	30-DEC-25
0.1	0	1478764857	30-DEC-25
0.02	0.55	1478764912	30-DEC-25
0.02	0.55	1478764934	30-DEC-25
0.02	0.55	1478764986	30-DEC-25
0	0.12	1478765130	30-DEC-25
0.02	0.3	1478765166	30-DEC-25
0.02	0.55	1478765238	30-DEC-25
0	0.36	1478765332	30-DEC-25
0	0.5	1478765351	30-DEC-25
0.02	0.3	1478765357	30-DEC-25
0	0.5	1478765361	30-DEC-25
0.1	0	1478765405	30-DEC-25
0	0.5	1478765450	30-DEC-25
0.1	0	1478765487	30-DEC-25
0	0.5	1478765575	30-DEC-25
0.02	0.55	1478765643	30-DEC-25
0	0.25	1478765750	30-DEC-25
0	0.25	1478765774	30-DEC-25
0.02	0.55	1478765794	30-DEC-25
0	5	1478765805	30-DEC-25
0.03	0	1478765878	30-DEC-25
0	0.5	1478766023	30-DEC-25
0.2	0	1478766024	30-DEC-25
0	0.5	1478766072	30-DEC-25
0.4	0	1478766147	30-DEC-25
0	0.5	1478766183	30-DEC-25
0	0.5	1478766242	30-DEC-25
0	0.5	1478766255	30-DEC-25
0.02	0.55	1478766389	30-DEC-25
0	0.5	1478766556	30-DEC-25
0.02	0.55	1478766585	30-DEC-25
0.02	4.95	1478766636	30-DEC-25
0	0.25	1478766654	30-DEC-25
1	0	1478766737	30-DEC-25
0.02	0.55	1478766763	30-DEC-25
0.02	0.16	1478767000	30-DEC-25
0	0.12	1478767005	30-DEC-25
0	0.5	1478767145	30-DEC-25
0	0.5	1478767268	30-DEC-25
0	0.45	1478767434	30-DEC-25
0	0.5	1478767501	30-DEC-25
0.02	0.55	1478767596	30-DEC-25
0.02	1.05	1478767769	30-DEC-25
0.02	0.55	1478767804	30-DEC-25
0.02	0.55	1478767806	30-DEC-25
0	0.5	1478767917	30-DEC-25
0	0.25	1478768030	30-DEC-25
0.02	0.55	1478768039	30-DEC-25
0	0.12	1478768117	30-DEC-25
0	0.5	1478768155	30-DEC-25
0	0.5	1478768171	30-DEC-25
0.02	0.55	1478768328	30-DEC-25
0.8	0	1478768332	30-DEC-25
0.02	0.55	1478768335	30-DEC-25
1.2	0	1478768391	30-DEC-25
0	0.5	1478768410	30-DEC-25
0	0.5	1478768682	30-DEC-25
0	0.5	1478768787	30-DEC-25
0	0.5	1478768829	30-DEC-25
0	0.5	1478769001	30-DEC-25
0	0.5	1478769033	30-DEC-25
0	0.5	1478769049	30-DEC-25
0.02	0.55	1478769223	30-DEC-25
0.02	0.525	1478769226	30-DEC-25
0	0.5	1478769236	30-DEC-25
0.02	0.17	1478769312	30-DEC-25
0	0.5	1478769397	30-DEC-25
0	0.9	1478769428	30-DEC-25
0.02	0.55	1478769724	30-DEC-25
0.02	0.55	1478769889	30-DEC-25
0	0.3	1478769969	30-DEC-25
0	0.5	1478769973	30-DEC-25
2	0	1478770007	30-DEC-25
0.02	0.55	1478770011	30-DEC-25
0.02	0.55	1478770083	30-DEC-25
0.02	0.55	1478770122	30-DEC-25
2.5	0	1478770160	30-DEC-25
0.02	0.55	1478770166	30-DEC-25
0.02	0.55	1478770253	30-DEC-25
0	0.5	1478770569	30-DEC-25
1	0	1478770602	30-DEC-25
0.3	0	1478770758	30-DEC-25
0	0.5	1478770904	30-DEC-25
0.02	0.45	1478770905	30-DEC-25
0.02	0.55	1478770927	30-DEC-25
0	0.5	1478771087	30-DEC-25
1	0	1478771094	30-DEC-25
0.02	0.25	1478771149	30-DEC-25
0.02	0.55	1478771243	30-DEC-25
0	0.5	1478771274	30-DEC-25
0.02	0.55	1478771279	30-DEC-25
0	0.1	1478771293	30-DEC-25
0.02	0.55	1478771657	30-DEC-25
0	0.25	1478771716	30-DEC-25
0.02	0.55	1478771757	30-DEC-25
0	0.5	1478771847	30-DEC-25
0	0.5	1478771880	30-DEC-25
0	0.5	1478771900	30-DEC-25
0.02	0.55	1478771909	30-DEC-25
0	0.5	1478771981	30-DEC-25
0.3	0	1478771985	30-DEC-25
0.02	0.55	1478772044	30-DEC-25
0	0.5	1478772103	30-DEC-25
0	0.25	1478772278	30-DEC-25
0.02	0.55	1478772294	30-DEC-25
0.02	0.55	1478772332	30-DEC-25
0.02	0.55	1478772339	30-DEC-25
1.88	0	1478772455	30-DEC-25
0.02	0.3	1478772842	30-DEC-25
4	0	1478772912	30-DEC-25
0.02	0.55	1478773080	30-DEC-25
0.02	0.55	1478773213	30-DEC-25
0	0.5	1478773220	30-DEC-25
0.02	0.55	1478773243	30-DEC-25
0	0.5	1478773444	30-DEC-25
1	0	1478773661	30-DEC-25
0	0.5	1478773829	30-DEC-25
0	0.5	1478773881	30-DEC-25
0.02	0.55	1478773967	30-DEC-25
0	0.5	1478774341	30-DEC-25
0.02	0.55	1478774416	30-DEC-25
0	0.5	1478774629	30-DEC-25
10	0	1478774683	30-DEC-25
0	0.5	1478774688	30-DEC-25
2	0	1478774694	30-DEC-25
0.02	0.55	1478774895	30-DEC-25
0	0.5	1478774897	30-DEC-25
0.02	0.5	1478774929	30-DEC-25
0	0.5	1478775026	30-DEC-25
0.02	0.55	1478775058	30-DEC-25
0	0.12	1478775067	30-DEC-25
0.02	0.55	1478775115	30-DEC-25
0	0.5	1478775164	30-DEC-25
0	0.2	1478775214	30-DEC-25
0.3	0	1478775397	30-DEC-25
0.02	0.55	1478775456	30-DEC-25
0.6	0	1478775519	30-DEC-25
0	0.34	1478775745	30-DEC-25
0	0.25	1478775813	30-DEC-25
0	0.5	1478775865	30-DEC-25
0.02	0.55	1478775903	30-DEC-25
0	0.12	1478775966	30-DEC-25
0.02	0.55	1478776055	30-DEC-25
0.02	0.55	1478776155	30-DEC-25
0	0.5	1478776159	30-DEC-25
1	0	1478776289	30-DEC-25
0.02	0.55	1478776291	30-DEC-25
0	0.5	1478776353	30-DEC-25
0.02	0.55	1478776379	30-DEC-25
0	0.5	1478776505	30-DEC-25
7	0	1478776532	30-DEC-25
0.02	0.55	1478776553	30-DEC-25
0.02	0.55	1478776577	30-DEC-25
0	0.5	1478776699	30-DEC-25
0.3	0	1478776730	30-DEC-25
0	0.5	1478776934	30-DEC-25
0	0.25	1478776946	30-DEC-25
0.02	0.55	1478776965	30-DEC-25
0	0.5	1478777016	30-DEC-25
0	0.25	1478777032	30-DEC-25
0.02	0.55	1478777038	30-DEC-25
0	0.4	1478777205	30-DEC-25
0	0.25	1478777250	30-DEC-25
0.02	0.55	1478777297	30-DEC-25
0.02	0.55	1478777304	30-DEC-25
0.02	0.55	1478777354	30-DEC-25
0	0.5	1478777516	30-DEC-25
0	0.5	1478777697	30-DEC-25
0	0.5	1478777795	30-DEC-25
0	0.5	1478777841	30-DEC-25
0	0.5	1478777943	30-DEC-25
0.1	0	1478777977	30-DEC-25
0.02	0.55	1478778015	30-DEC-25
0	0.5	1478778133	30-DEC-25
0.02	0.275	1478778156	30-DEC-25
0.02	1.05	1478778159	30-DEC-25
0.02	2.1	1478778166	30-DEC-25
0	0.25	1478778183	30-DEC-25
0.3	0	1478778241	30-DEC-25
0.02	0.55	1478778296	30-DEC-25
0	0.25	1478778322	30-DEC-25
0	0.5	1478778364	30-DEC-25
0	0.5	1478778440	30-DEC-25
0	0.5	1478778442	30-DEC-25
0	0.12	1478778495	30-DEC-25
0	0.5	1478778502	30-DEC-25
0	0.25	1478778532	30-DEC-25
0	0.5	1478778628	30-DEC-25
0.02	0.45	1478778660	30-DEC-25
0	0.5	1478778697	30-DEC-25
0	0.5	1478778744	30-DEC-25
0.02	0.55	1478778821	30-DEC-25
0	5	1478778870	30-DEC-25
0.02	0.55	1478779038	30-DEC-25
0.02	0.55	1478779238	30-DEC-25
0.02	0.55	1478779295	30-DEC-25
0	0.5	1478779339	30-DEC-25
0	0.5	1478779725	30-DEC-25
0	0.12	1478779745	30-DEC-25
0	0.5	1478779774	30-DEC-25
0	0.12	1478779791	30-DEC-25
0.8	0	1478779935	30-DEC-25
0.02	0.55	1478780033	30-DEC-25
0.1	0	1478780140	30-DEC-25
0	0.5	1478780362	30-DEC-25
0.5	0	1478780363	30-DEC-25
0.02	0.55	1478780433	30-DEC-25
0.02	0.55	1478780440	30-DEC-25
0.02	0.55	1478780443	30-DEC-25
0.3	0	1478780535	30-DEC-25
0.02	0.55	1478780549	30-DEC-25
0.02	0.35	1478780599	30-DEC-25
0	0.5	1478780659	30-DEC-25
0	0.5	1478780676	30-DEC-25
0	0.5	1478780728	30-DEC-25
0.02	2.1	1478780766	30-DEC-25
0	2	1478780856	30-DEC-25
0.02	0.3	1478781025	30-DEC-25
0	0.5	1478781108	30-DEC-25
9.2	0	1478781118	30-DEC-25
0.1	0	1478781199	30-DEC-25
0.02	0.55	1478781217	30-DEC-25
0	0.5	1478781276	30-DEC-25
0.02	0.55	1478781278	30-DEC-25
0.02	1.05	1478781444	30-DEC-25
0	0.5	1478781469	30-DEC-25
0.5	0	1478781500	30-DEC-25
1	0	1478781609	30-DEC-25
0.02	0.55	1478781616	30-DEC-25
0.02	0.55	1478781620	30-DEC-25
0	0.25	1478781626	30-DEC-25
0.02	0.55	1478781714	30-DEC-25
0.02	0.55	1478781763	30-DEC-25
0	0.5	1478781836	30-DEC-25
0.02	0.45	1478781950	30-DEC-25
0.02	1.05	1478782006	30-DEC-25
0.03	0	1478782097	30-DEC-25
0.02	0.55	1478782165	30-DEC-25
0	0.23	1478782223	30-DEC-25
0.02	0.55	1478782241	30-DEC-25
0.02	0.55	1478782243	30-DEC-25
0.02	0.55	1478782249	30-DEC-25
0	0.1	1478782296	30-DEC-25
0.02	0.55	1478782425	30-DEC-25
0	0.5	1478782516	30-DEC-25
0	0.12	1478782542	30-DEC-25
0	0.12	1478782583	30-DEC-25
0.02	0.55	1478782650	30-DEC-25
0	0.5	1478782731	30-DEC-25
0	0.5	1478782813	30-DEC-25
0	0.5	1478782892	30-DEC-25
2	0	1478782950	30-DEC-25
0	0.5	1478783047	30-DEC-25
0	0.5	1478783071	30-DEC-25
0	0.5	1478783134	30-DEC-25
0.6	0	1478783222	30-DEC-25
0	9	1478783234	30-DEC-25
0.02	0.55	1478783260	30-DEC-25
0	0.5	1478783290	30-DEC-25
0.02	0.3	1478783315	30-DEC-25
0.02	0.3	1478783319	30-DEC-25
0	0.25	1478783365	30-DEC-25
0	0.5	1478783415	30-DEC-25
0.02	0.55	1478783434	30-DEC-25
0	0.5	1478783483	30-DEC-25
0	3	1478783496	30-DEC-25
0	0.5	1478783576	30-DEC-25
0	0.5	1478783641	30-DEC-25
0	0.5	1478783704	30-DEC-25
0.02	0.3	1478783881	30-DEC-25
0	0.5	1478783900	30-DEC-25
0	0.5	1478783929	30-DEC-25
0	0.5	1478783978	30-DEC-25
0.02	0.55	1478784094	30-DEC-25
1	0	1478784139	30-DEC-25
0	0.5	1478784173	30-DEC-25
0	0.25	1478784390	30-DEC-25
0	0.2	1478784487	30-DEC-25
0.02	0.55	1478784540	30-DEC-25
0.02	0.16	1478784566	30-DEC-25
0	0.5	1478784573	30-DEC-25
0	0.12	1478784604	30-DEC-25
0.7	0	1478784617	30-DEC-25
0.2	0	1478784679	30-DEC-25
4	0	1478784795	30-DEC-25
0.02	0.55	1478784807	30-DEC-25
0	0.5	1478784901	30-DEC-25
0	0.5	1478784973	30-DEC-25
0	0.25	1478785023	30-DEC-25
0	0.25	1478785044	30-DEC-25
3	0	1478785184	30-DEC-25
0.02	0.55	1478785214	30-DEC-25
0	2	1478785409	30-DEC-25
0	0.5	1478785433	30-DEC-25
0.02	0.55	1478785457	30-DEC-25
0.25	0	1478785491	30-DEC-25
0	4	1478785500	30-DEC-25
3	0	1478785612	30-DEC-25
0	0.5	1478785641	30-DEC-25
0	2.5	1478785662	30-DEC-25
1	0	1478785723	30-DEC-25
0	0.5	1478785782	30-DEC-25
0.02	0.55	1478785814	30-DEC-25
5	0	1478785892	30-DEC-25
0	0.5	1478785955	30-DEC-25
0.02	0.55	1478786033	30-DEC-25
0	0.25	1478786036	30-DEC-25
0.02	0.55	1478786043	30-DEC-25
0.02	0.55	1478786113	30-DEC-25
0.02	0.55	1478786129	30-DEC-25
0	0.5	1478786226	30-DEC-25
0	0.5	1478786270	30-DEC-25
0	0.5	1478786290	30-DEC-25
0.02	0.3	1478786428	30-DEC-25
38	0	1478786432	30-DEC-25
0	0.12	1478786456	30-DEC-25
0.7	0	1478786562	30-DEC-25
0	0.25	1478786626	30-DEC-25
0.02	1.05	1478786674	30-DEC-25
0.02	0.55	1478786683	30-DEC-25
0.3	0	1478786713	30-DEC-25
0.02	0.55	1478786725	30-DEC-25
0	2	1478786868	30-DEC-25
0	0.25	1478786873	30-DEC-25
0	0.25	1478786994	30-DEC-25
0	0.5	1478787220	30-DEC-25
5.3	0	1478787337	30-DEC-25
0	0.25	1478787493	30-DEC-25
0.02	0.55	1478787513	30-DEC-25
0.02	0.55	1478787574	30-DEC-25
0.02	0.17	1478787594	30-DEC-25
0	0.5	1478787730	30-DEC-25
0.02	0.55	1478787896	30-DEC-25
0.25	0	1478788031	30-DEC-25
0.02	0.55	1478788308	30-DEC-25
0.02	0.55	1478788311	30-DEC-25
0	1	1478788375	30-DEC-25
0	0.5	1478788382	30-DEC-25
0	0.12	1478788457	30-DEC-25
0	0.5	1478788459	30-DEC-25
0.3	0	1478788465	30-DEC-25
0	0.5	1478788511	30-DEC-25
0.35	0	1478788604	30-DEC-25
0	0.12	1478788762	30-DEC-25
0	0.25	1478788830	30-DEC-25
0	0.12	1478788835	30-DEC-25
0.02	0.55	1478789037	30-DEC-25
0.12	0	1478789107	30-DEC-25
0	0.6	1478789148	30-DEC-25
0.02	0.55	1478789198	30-DEC-25
0.02	0.55	1478789271	30-DEC-25
0	0.12	1478789292	30-DEC-25
0	0.5	1478789320	30-DEC-25
0.02	0.55	1478789350	30-DEC-25
0.02	0.55	1478789401	30-DEC-25
0.02	0.55	1478789476	30-DEC-25
0	0.13	1478789487	30-DEC-25
0	0.12	1478789544	30-DEC-25
0	0.5	1478789554	30-DEC-25
0	0.5	1478789592	30-DEC-25
0	0.3	1478789716	30-DEC-25
0.05	0	1478789849	30-DEC-25
0.02	0.55	1478789899	30-DEC-25
0.02	0.55	1478789982	30-DEC-25
0	0.5	1478790007	30-DEC-25
0	0.5	1478790016	30-DEC-25
0	0.5	1478790060	30-DEC-25
0	0.5	1478790137	30-DEC-25
0	0.12	1478790222	30-DEC-25
0	0.5	1478790350	30-DEC-25
0	0.5	1478790366	30-DEC-25
0.3	0	1478790374	30-DEC-25
0.02	1.05	1478790439	30-DEC-25
0	0.5	1478790477	30-DEC-25
1	0	1478790521	30-DEC-25
0	0.5	1478790566	30-DEC-25
0	0.5	1478790630	30-DEC-25
0	0.12	1478790657	30-DEC-25
0	0.5	1478790804	30-DEC-25
0.02	0.55	1478790853	30-DEC-25
0	0.5	1478790965	30-DEC-25
0.02	0.55	1478791010	30-DEC-25
0.02	0.17	1478791183	30-DEC-25
0.02	0.55	1478791218	30-DEC-25
0	0.25	1478791354	30-DEC-25
0.9	0	1478791468	30-DEC-25
0	0.5	1478791553	30-DEC-25
0	0.25	1478791708	30-DEC-25
3	0	1478791714	30-DEC-25
0.02	0.3	1478791715	30-DEC-25
0	0.5	1478791759	30-DEC-25
0	0.5	1478791779	30-DEC-25
0.02	0.55	1478791846	30-DEC-25
0.02	0.3	1478792071	30-DEC-25
0.02	0.55	1478792249	30-DEC-25
0	0.5	1478792274	30-DEC-25
0	0.25	1478792287	30-DEC-25
0.02	0.55	1478792348	30-DEC-25
0.5	0	1478792367	30-DEC-25
0	0.5	1478792425	30-DEC-25
0.02	0.55	1478792457	30-DEC-25
7	0	1478792481	30-DEC-25
0	0.25	1478792584	30-DEC-25
0	0.5	1478792635	30-DEC-25
0.02	0.55	1478792739	30-DEC-25
0	0.5	1478792922	30-DEC-25
0.02	0.55	1478792936	30-DEC-25
0.02	0.25	1478793037	30-DEC-25
0	0.5	1478793049	30-DEC-25
0.02	0.3	1478793323	30-DEC-25
0	0.5	1478793433	30-DEC-25
0.3	0	1478793623	30-DEC-25
0	0.25	1478793665	30-DEC-25
0	0.12	1478793757	30-DEC-25
0.02	0.3	1478793782	30-DEC-25
0.02	0.55	1478793799	30-DEC-25
0.02	0.55	1478793965	30-DEC-25
0	0.6	1478794098	30-DEC-25
0	0.5	1478794126	30-DEC-25
0	0.5	1478794498	30-DEC-25
0.02	0.55	1478794506	30-DEC-25
1.5	0	1478794541	30-DEC-25
0	0.5	1478794555	30-DEC-25
0.3	0	1478794571	30-DEC-25
0.02	0.55	1478794636	30-DEC-25
0	0.5	1478794701	30-DEC-25
0	0.2	1478794742	30-DEC-25
0.02	0.55	1478794751	30-DEC-25
0.02	0.55	1478794814	30-DEC-25
1	0	1478795004	30-DEC-25
0.02	1.05	1478795046	30-DEC-25
0	0.5	1478795071	30-DEC-25
0.02	0.55	1478795078	30-DEC-25
0	0.5	1478795140	30-DEC-25
0	3	1478795264	30-DEC-25
0	0.3	1478795339	30-DEC-25
0	0.3	1478795378	30-DEC-25
0.02	0.55	1478795437	30-DEC-25
0	0.5	1478795519	30-DEC-25
0.02	0.55	1478795582	30-DEC-25
0	0.12	1478795793	30-DEC-25
0.1	0	1478795844	30-DEC-25
0.3	0	1478795857	30-DEC-25
0	0.5	1478795933	30-DEC-25
0.02	0.55	1478796063	30-DEC-25
0	0.5	1478796175	30-DEC-25
0.02	0.55	1478796192	30-DEC-25
0	0.5	1478796301	30-DEC-25
0.3	0	1478796358	30-DEC-25
0	0.5	1478796670	30-DEC-25
0.02	0.65	1478796726	30-DEC-25
0.02	0.45	1478796892	30-DEC-25
0	0.5	1478796907	30-DEC-25
0.1	0	1478796925	30-DEC-25
0	0.5	1478796947	30-DEC-25
0.02	0.55	1478797021	30-DEC-25
0.5	0	1478797427	30-DEC-25
0.02	0.55	1478797491	30-DEC-25
0.02	1.6	1478797492	30-DEC-25
1	0	1478797570	30-DEC-25
0	0.3	1478797702	30-DEC-25
0	0.5	1478797713	30-DEC-25
0.02	0.55	1478797836	30-DEC-25
0	0.5	1478797929	30-DEC-25
0	0.5	1478798007	30-DEC-25
0.02	0.55	1478798112	30-DEC-25
0.02	0.55	1478798184	30-DEC-25
0.02	0.55	1478798190	30-DEC-25
0	0.5	1478798287	30-DEC-25
0	0.5	1478798299	30-DEC-25
0.02	1.6	1478798499	30-DEC-25
0	0.5	1478798509	30-DEC-25
0	0.5	1478798626	30-DEC-25
0.02	0.55	1478798711	30-DEC-25
0	0.5	1478799033	30-DEC-25
0.02	0.55	1478799107	30-DEC-25
0.5	0	1478799187	30-DEC-25
0.02	0.55	1478799229	30-DEC-25
0.02	0.55	1478799312	30-DEC-25
0	0.5	1478800006	30-DEC-25
0	0.5	1478800045	30-DEC-25
1.25	0	1478800057	30-DEC-25
0.02	0.55	1478800077	30-DEC-25
0	0.5	1478800098	30-DEC-25
0.5	0	1478800147	30-DEC-25
0	0.5	1478800248	30-DEC-25
0	0.25	1478800252	30-DEC-25
0	0.5	1478800272	30-DEC-25
0.02	0.55	1478800317	30-DEC-25
1.25	0	1478800347	30-DEC-25
0.02	0.55	1478800416	30-DEC-25
0	0.12	1478800524	30-DEC-25
0.02	0.3	1478800565	30-DEC-25
0	0.5	1478800684	30-DEC-25
0	0.5	1478800693	30-DEC-25
0.02	0.55	1478800749	30-DEC-25
0.02	0.55	1478800797	30-DEC-25
