DEBIT	CREDIT	TRANSFERID	CREATEDDATE
20	0	1527107577	23-Jun-26
10.12	0.05	1527107578	23-Jun-26
0	20	1527107580	23-Jun-26
1	0	1527107581	23-Jun-26
0	2	1527107583	23-Jun-26
0	30	1527107584	23-Jun-26
0	0.6	1527107585	23-Jun-26
0	0.9	1527107588	23-Jun-26
0.5	0	1527107589	23-Jun-26
0	0.6	1527107591	23-Jun-26
1.6	0	1527107593	23-Jun-26
1	0	1527107595	23-Jun-26
0	15	1527107598	23-Jun-26
0	0.2	1527107599	23-Jun-26
18.145	0.0625	1527107601	23-Jun-26
0	0.2	1527107602	23-Jun-26
0	75	1527107605	23-Jun-26
0	1	1527107606	23-Jun-26
5.12	0.05	1527107607	23-Jun-26
0.25	0	1527107608	23-Jun-26
0	0.3	1527107609	23-Jun-26
0	44	1527107610	23-Jun-26
3	0	1527107613	23-Jun-26
0.5	0	1527107616	23-Jun-26
2	0	1527107617	23-Jun-26
0	1	1527107618	23-Jun-26
2.87	0.05	1527107620	23-Jun-26
0.25	0	1527107621	23-Jun-26
0.02	10.1	1527107622	23-Jun-26
4	0	1527107624	23-Jun-26
0	100	1527107628	23-Jun-26
0	0.3	1527107630	23-Jun-26
0	0.3	1527107632	23-Jun-26
0	0.8	1527107633	23-Jun-26
0.3	0	1527107634	23-Jun-26
14	0	1527107635	23-Jun-26
0.25	0	1527107636	23-Jun-26
0	1.04	1527107638	23-Jun-26
0	6	1527107640	23-Jun-26
0	0.6	1527107643	23-Jun-26
0.5	0	1527107645	23-Jun-26
1	0	1527107646	23-Jun-26
0	0.3	1527107648	23-Jun-26
15.66	0	1527107651	23-Jun-26
0.6	0	1527107652	23-Jun-26
0	0.1	1527107656	23-Jun-26
0	1	1527107657	23-Jun-26
3	0	1527107660	23-Jun-26
32.24	0.12	1527107663	23-Jun-26
0	0.5	1527107665	23-Jun-26
0	0.4	1527107666	23-Jun-26
6.14	0.05	1527107667	23-Jun-26
0.02	1.6	1527107669	23-Jun-26
0	101	1527107670	23-Jun-26
0	0.4	1527107672	23-Jun-26
0	6	1527107674	23-Jun-26
0	2	1527107676	23-Jun-26
0	20	1527107677	23-Jun-26
0	13750	1527107682	23-Jun-26
0	1	1527107683	23-Jun-26
2.75	0	1527107685	23-Jun-26
0.7	0	1527107686	23-Jun-26
0	1.6	1527107688	23-Jun-26
0	10	1527107690	23-Jun-26
3	0	1527107692	23-Jun-26
0	0.8	1527107693	23-Jun-26
0	0.6	1527107694	23-Jun-26
0	0.3	1527107695	23-Jun-26
13.645	0.0625	1527107696	23-Jun-26
3	0	1527107697	23-Jun-26
0	0.3	1527107698	23-Jun-26
0	6	1527107700	23-Jun-26
0	0.8	1527107702	23-Jun-26
0.02	7.5375	1527107704	23-Jun-26
0.02	15.125	1527107706	23-Jun-26
20.22	0.1	1527107709	23-Jun-26
8	0	1527107713	23-Jun-26
0	4	1527107716	23-Jun-26
0.1	0	1527107717	23-Jun-26
0	0.2	1527107718	23-Jun-26
0	1.5	1527107719	23-Jun-26
0.35	0	1527107720	23-Jun-26
0	1	1527107722	23-Jun-26
0.7	0	1527107725	23-Jun-26
0	0.13	1527107729	23-Jun-26
0	2	1527107730	23-Jun-26
0.1	0	1527107732	23-Jun-26
19.9	0.45	1527107733	23-Jun-26
0	25	1527107734	23-Jun-26
0	0.7	1527107735	23-Jun-26
0	50.18	1527107736	23-Jun-26
5	0	1527107739	23-Jun-26
0.67	0.025	1527107740	23-Jun-26
10	0	1527107741	23-Jun-26
0	0.35	1527107742	23-Jun-26
0	30	1527107743	23-Jun-26
10	0	1527107746	23-Jun-26
0	2.5	1527107747	23-Jun-26
0.5	0	1527107749	23-Jun-26
0	1.7	1527107751	23-Jun-26
0	30	1527107753	23-Jun-26
4	0	1527107756	23-Jun-26
0	2	1527107757	23-Jun-26
7.12	0.05	1527107758	23-Jun-26
0	9.8	1527107759	23-Jun-26
0	60.216	1527107760	23-Jun-26
0	0.4	1527107761	23-Jun-26
0	301.08	1527107764	23-Jun-26
0	47.1	1527107767	23-Jun-26
0	0.7	1527107768	23-Jun-26
0	0.3	1527107769	23-Jun-26
11.8	0	1527107770	23-Jun-26
0.02	100.5	1527107772	23-Jun-26
0.02	1.35	1527107773	23-Jun-26
0	20	1527107775	23-Jun-26
0	1	1527107777	23-Jun-26
0	1.5	1527107778	23-Jun-26
4.2	0	1527107779	23-Jun-26
0	10	1527107780	23-Jun-26
0	2.9	1527107781	23-Jun-26
0	0.3	1527107783	23-Jun-26
0.5	0	1527107786	23-Jun-26
0.5	0	1527107789	23-Jun-26
0	1	1527107793	23-Jun-26
0	3	1527107795	23-Jun-26
80	0	1527107796	23-Jun-26
0	0.2	1527107798	23-Jun-26
0	10.1	1527107799	23-Jun-26
0.25	0	1527107800	23-Jun-26
0	1	1527107802	23-Jun-26
0	0.1	1527107804	23-Jun-26
100	0	1527107808	23-Jun-26
0	28	1527107809	23-Jun-26
0.2	0	1527107810	23-Jun-26
0	0.3	1527107812	23-Jun-26
0	1	1527107813	23-Jun-26
0	840	1527107814	23-Jun-26
0.5	0	1527107816	23-Jun-26
0.02	5.05	1527107818	23-Jun-26
191.92	0.95	1527107819	23-Jun-26
1.4	0	1527107821	23-Jun-26
0	1	1527107823	23-Jun-26
0	0.25	1527107824	23-Jun-26
0	0.5	1527107825	23-Jun-26
1	0	1527107828	23-Jun-26
0	2	1527107831	23-Jun-26
0	20	1527107832	23-Jun-26
0.02	40.1	1527107833	23-Jun-26
0	123.024	1527107834	23-Jun-26
0.2	0	1527107837	23-Jun-26
0	85	1527107842	23-Jun-26
0	18	1527107843	23-Jun-26
0	0.3	1527107845	23-Jun-26
0.02	25.125	1527107847	23-Jun-26
0.02	50.25	1527107848	23-Jun-26
0	0.3	1527107850	23-Jun-26
0	0.5	1527107852	23-Jun-26
0.5	0	1527107860	23-Jun-26
37	0	1527107861	23-Jun-26
40.22	0.1	1527107862	23-Jun-26
0	0.6	1527107870	23-Jun-26
0	0.5	1527107871	23-Jun-26
0.4	0	1527107873	23-Jun-26
0	2	1527107874	23-Jun-26
0	1	1527107877	23-Jun-26
0	200	1527107879	23-Jun-26
0	0.5	1527107880	23-Jun-26
0	30	1527107883	23-Jun-26
5	0	1527107885	23-Jun-26
0.02	50.2	1527107886	23-Jun-26
1	0	1527107887	23-Jun-26
0	0.12	1527107888	23-Jun-26
0	100	1527107892	23-Jun-26
0	0.8	1527107893	23-Jun-26
0	0.1	1527107894	23-Jun-26
0.5	0	1527107896	23-Jun-26
1.7	0	1527107899	23-Jun-26
1	0	1527107905	23-Jun-26
0	0.2	1527107906	23-Jun-26
0.02	30.15	1527107910	23-Jun-26
0	1	1527107913	23-Jun-26
0	0.3	1527107915	23-Jun-26
0.25	0	1527107916	23-Jun-26
2	0	1527107918	23-Jun-26
0	100.36	1527107919	23-Jun-26
0	1	1527107920	23-Jun-26
99.27	0.125	1527107922	23-Jun-26
0	10	1527107923	23-Jun-26
2	0	1527107928	23-Jun-26
0.3	0	1527107929	23-Jun-26
0.1	0	1527107931	23-Jun-26
0	1.6	1527107932	23-Jun-26
0.7	0	1527107933	23-Jun-26
0	0.3	1527107934	23-Jun-26
0.02	9.045	1527107935	23-Jun-26
0.4	0	1527107936	23-Jun-26
0	0.3	1527107939	23-Jun-26
0	100	1527107940	23-Jun-26
0.4	0	1527107941	23-Jun-26
0	30	1527107942	23-Jun-26
0	0.25	1527107944	23-Jun-26
0	0.35	1527107948	23-Jun-26
4	0	1527107949	23-Jun-26
0	0.3	1527107952	23-Jun-26
0	100	1527107953	23-Jun-26
0	2	1527107954	23-Jun-26
0	0.3	1527107956	23-Jun-26
0.02	14.625	1527107958	23-Jun-26
0	0.6	1527107959	23-Jun-26
40	0	1527107961	23-Jun-26
0	0.2	1527107962	23-Jun-26
0	2	1527107963	23-Jun-26
0	0.2	1527107964	23-Jun-26
2	0	1527107966	23-Jun-26
0	1.6	1527107967	23-Jun-26
0	57	1527107969	23-Jun-26
0	24	1527107972	23-Jun-26
10	0	1527107974	23-Jun-26
0.02	7.1	1527107977	23-Jun-26
7.12	0.05	1527107978	23-Jun-26
0	2.5	1527107979	23-Jun-26
0.5	0	1527107980	23-Jun-26
0	0.3	1527107982	23-Jun-26
0.02	30.075	1527107983	23-Jun-26
0	16.2	1527107984	23-Jun-26
0	100	1527107988	23-Jun-26
0	5	1527107990	23-Jun-26
54	0	1527107991	23-Jun-26
0	0.25	1527107992	23-Jun-26
1	0	1527107993	23-Jun-26
0	0.3	1527107994	23-Jun-26
0	0.3	1527107998	23-Jun-26
0.02	15.125	1527108002	23-Jun-26
0	0.2	1527108003	23-Jun-26
0.5	0	1527108004	23-Jun-26
0	45	1527108005	23-Jun-26
0	0.12	1527108006	23-Jun-26
1000	0	1527108009	23-Jun-26
0	0.6	1527108010	23-Jun-26
0.5	0	1527108015	23-Jun-26
0	0.15	1527108020	23-Jun-26
0	50.27	1527108022	23-Jun-26
0	1.2	1527108023	23-Jun-26
0	3.5	1527108025	23-Jun-26
0	0.6	1527108026	23-Jun-26
0	0.3	1527108028	23-Jun-26
0	0.2	1527108029	23-Jun-26
0.02	50.25	1527108030	23-Jun-26
0	0.1	1527108031	23-Jun-26
0	2	1527108035	23-Jun-26
0.02	2.1	1527108037	23-Jun-26
0	0.6	1527108039	23-Jun-26
4.85	0	1527108040	23-Jun-26
5	0	1527108041	23-Jun-26
0	1	1527108042	23-Jun-26
0	0.25	1527108044	23-Jun-26
2020	10	1527108045	23-Jun-26
0	0.1	1527108047	23-Jun-26
0	0.2	1527108048	23-Jun-26
0	1.2	1527108049	23-Jun-26
0	3	1527108050	23-Jun-26
0.3	0	1527108052	23-Jun-26
0	0.6	1527108053	23-Jun-26
0.25	0	1527108054	23-Jun-26
0	70	1527108055	23-Jun-26
0	1.6	1527108058	23-Jun-26
0	0.3	1527108059	23-Jun-26
0	14	1527108060	23-Jun-26
0	2	1527108064	23-Jun-26
0	0.3	1527108065	23-Jun-26
0	3	1527108066	23-Jun-26
0	0.3	1527108068	23-Jun-26
0.27	0	1527108070	23-Jun-26
0	2	1527108074	23-Jun-26
0	20	1527108075	23-Jun-26
0	4	1527108077	23-Jun-26
0	0.2	1527108079	23-Jun-26
0	0.6	1527108081	23-Jun-26
0	0.2	1527108082	23-Jun-26
0.5	0	1527108083	23-Jun-26
0	1.8	1527108084	23-Jun-26
0	0.12	1527108086	23-Jun-26
0	47	1527108088	23-Jun-26
0.25	0	1527108089	23-Jun-26
0	8	1527108090	23-Jun-26
0	0.3	1527108091	23-Jun-26
1	0	1527108094	23-Jun-26
0.02	7.5937	1527108097	23-Jun-26
0.7	0	1527108098	23-Jun-26
0	0.6	1527108099	23-Jun-26
0	100.9	1527108100	23-Jun-26
0	2.5	1527108102	23-Jun-26
0	6	1527108103	23-Jun-26
0	0.8	1527108107	23-Jun-26
0	6	1527108110	23-Jun-26
0	1.5	1527108111	23-Jun-26
0	3	1527108112	23-Jun-26
4	0	1527108113	23-Jun-26
0.5	0	1527108114	23-Jun-26
0	101.08	1527108115	23-Jun-26
0	252.7	1527108117	23-Jun-26
0	48.8	1527108118	23-Jun-26
0.5	0	1527108119	23-Jun-26
0	30	1527108121	23-Jun-26
0.5	0	1527108122	23-Jun-26
0.6	0	1527108123	23-Jun-26
0.3	0	1527108124	23-Jun-26
0	0.2	1527108128	23-Jun-26
0	1	1527108131	23-Jun-26
0	10	1527108132	23-Jun-26
2.02	0.05	1527108135	23-Jun-26
0	0.7	1527108136	23-Jun-26
1.4	0	1527108140	23-Jun-26
20	0	1527108143	23-Jun-26
0	20	1527108144	23-Jun-26
11	0	1527108145	23-Jun-26
0	101	1527108146	23-Jun-26
0	3	1527108150	23-Jun-26
0	10	1527108153	23-Jun-26
0	0.2	1527108155	23-Jun-26
0	0.3	1527108156	23-Jun-26
0	2	1527108158	23-Jun-26
1.4	0	1527108160	23-Jun-26
0	50	1527108161	23-Jun-26
0	1.3	1527108164	23-Jun-26
0	8.5	1527108167	23-Jun-26
0	0.3	1527108168	23-Jun-26
0	1.6	1527108171	23-Jun-26
20	0	1527108172	23-Jun-26
0	0.3	1527108174	23-Jun-26
40.02	0.1	1527108176	23-Jun-26
0	316	1527108177	23-Jun-26
0	7	1527108178	23-Jun-26
0	1	1527108180	23-Jun-26
0	10	1527108182	23-Jun-26
0.12	0	1527108183	23-Jun-26
0	0.5	1527108184	23-Jun-26
0.7	0	1527108188	23-Jun-26
0	0.6	1527108189	23-Jun-26
400	0	1527108190	23-Jun-26
0.65	0	1527108191	23-Jun-26
5	0	1527108193	23-Jun-26
0	15	1527108194	23-Jun-26
0	1	1527108195	23-Jun-26
0.5	0	1527108196	23-Jun-26
0	0.2	1527108197	23-Jun-26
0	5.2	1527108199	23-Jun-26
0	1.5	1527108201	23-Jun-26
1.5	0	1527108202	23-Jun-26
0	5	1527108203	23-Jun-26
0	2.2	1527108206	23-Jun-26
0	0.2	1527108210	23-Jun-26
0	22.5	1527108212	23-Jun-26
0	0.2	1527108213	23-Jun-26
0	8	1527108214	23-Jun-26
0.7	0	1527108215	23-Jun-26
0	0.55	1527108216	23-Jun-26
0	2.4	1527108218	23-Jun-26
80	0	1527108221	23-Jun-26
0	30	1527108222	23-Jun-26
0	0.3	1527108225	23-Jun-26
0.8	0	1527108226	23-Jun-26
0	0.24	1527108230	23-Jun-26
0.25	0	1527108231	23-Jun-26
0	0.3	1527108232	23-Jun-26
0.02	1.05	1527108234	23-Jun-26
100	0	1527108235	23-Jun-26
0.3	0	1527108236	23-Jun-26
0	0.2	1527108239	23-Jun-26
0	0.6	1527108242	23-Jun-26
0	0.3	1527108243	23-Jun-26
5	0	1527108245	23-Jun-26
0	0.5	1527108246	23-Jun-26
0	20	1527108247	23-Jun-26
0	0.8	1527108248	23-Jun-26
1.5	0	1527108249	23-Jun-26
0	1	1527108250	23-Jun-26
0.02	3.1	1527108251	23-Jun-26
0.1	0	1527108253	23-Jun-26
20.145	0.0625	1527108255	23-Jun-26
0	0.3	1527108256	23-Jun-26
0.4	0	1527108257	23-Jun-26
0	1.2	1527108258	23-Jun-26
0	8	1527108259	23-Jun-26
0	46	1527108261	23-Jun-26
0.02	39.0975	1527108262	23-Jun-26
0	0.6	1527108263	23-Jun-26
0	1.4	1527108265	23-Jun-26
0	0.6	1527108268	23-Jun-26
0	5.5	1527108271	23-Jun-26
0	8	1527108272	23-Jun-26
3.35	0	1527108273	23-Jun-26
0	0.3	1527108274	23-Jun-26
5	0	1527108275	23-Jun-26
0	20.4	1527108278	23-Jun-26
5	0	1527108279	23-Jun-26
0.2	0	1527108280	23-Jun-26
0	2	1527108282	23-Jun-26
0	35	1527108283	23-Jun-26
0	50.36	1527108284	23-Jun-26
0	0.9	1527108286	23-Jun-26
0	10	1527108287	23-Jun-26
0	7	1527108289	23-Jun-26
3	0	1527108290	23-Jun-26
0.6	0	1527108291	23-Jun-26
10	0	1527108293	23-Jun-26
0	0.5	1527108295	23-Jun-26
0	7	1527108296	23-Jun-26
0	0.7	1527108299	23-Jun-26
0.8	0	1527108300	23-Jun-26
0.3	0	1527108302	23-Jun-26
0	12	1527108303	23-Jun-26
0.02	0.95	1527108306	23-Jun-26
0.5	0	1527108307	23-Jun-26
0.7	0	1527108309	23-Jun-26
0	0.1	1527108310	23-Jun-26
0	1	1527108311	23-Jun-26
0	151.35	1527108312	23-Jun-26
3	0	1527108313	23-Jun-26
0	1	1527108314	23-Jun-26
6.12	0.05	1527108315	23-Jun-26
0	0.1	1527108318	23-Jun-26
0.3	0	1527108319	23-Jun-26
0	0.8	1527108320	23-Jun-26
0	0.12	1527108322	23-Jun-26
0	450	1527108324	23-Jun-26
0.7	0	1527108325	23-Jun-26
160.34	0.16	1527108326	23-Jun-26
0	8	1527108327	23-Jun-26
18	0	1527108328	23-Jun-26
15	0	1527108330	23-Jun-26
0	0.45	1527108331	23-Jun-26
0.4	0	1527108333	23-Jun-26
40	0	1527108334	23-Jun-26
0	30	1527108337	23-Jun-26
0	6	1527108338	23-Jun-26
1	0	1527108339	23-Jun-26
0	0.5	1527108340	23-Jun-26
2	0	1527108342	23-Jun-26
0	35	1527108347	23-Jun-26
0	0.2	1527108349	23-Jun-26
0	0.7	1527108352	23-Jun-26
0	2	1527108356	23-Jun-26
0.2	0	1527108357	23-Jun-26
2	0	1527108358	23-Jun-26
0	1	1527108362	23-Jun-26
5	0	1527108366	23-Jun-26
0	7.5	1527108367	23-Jun-26
0	0.3	1527108370	23-Jun-26
0.3	0	1527108372	23-Jun-26
0	1.5	1527108374	23-Jun-26
0	0.8	1527108376	23-Jun-26
0	0.3	1527108378	23-Jun-26
6.9	0	1527108380	23-Jun-26
0	1	1527108383	23-Jun-26
0.02	3.6	1527108384	23-Jun-26
0	2.5	1527108385	23-Jun-26
0.02	0.3	1527108386	23-Jun-26
0.02	3.35	1527108387	23-Jun-26
1.5	0	1527108389	23-Jun-26
0	2.4	1527108393	23-Jun-26
0	0.3	1527108399	23-Jun-26
0	2.1	1527108400	23-Jun-26
0	2	1527108403	23-Jun-26
0	2	1527108404	23-Jun-26
1	0	1527108406	23-Jun-26
0	50	1527108411	23-Jun-26
0	1	1527108413	23-Jun-26
0.02	10.1	1527108414	23-Jun-26
1.2	0	1527108417	23-Jun-26
0	0.3	1527108418	23-Jun-26
0.5	0	1527108421	23-Jun-26
0	0.3	1527108423	23-Jun-26
0	0.9	1527108425	23-Jun-26
0	6.6	1527108428	23-Jun-26
1.4	0	1527108429	23-Jun-26
0	0.3	1527108430	23-Jun-26
0	0.6	1527108432	23-Jun-26
7.5	0	1527108433	23-Jun-26
0	0.4	1527108436	23-Jun-26
0	3	1527108438	23-Jun-26
0	1.5	1527108439	23-Jun-26
0	1.5	1527108441	23-Jun-26
0	2.8	1527108442	23-Jun-26
0.5	0	1527108443	23-Jun-26
0	0.3	1527108444	23-Jun-26
0	1	1527108446	23-Jun-26
0	3.5	1527108448	23-Jun-26
6.08	0.03	1527108449	23-Jun-26
1	0	1527108450	23-Jun-26
0.2	0	1527108451	23-Jun-26
0	0.3	1527108453	23-Jun-26
0	0.3	1527108454	23-Jun-26
509	0	1527108456	23-Jun-26
0	0.2	1527108458	23-Jun-26
107	0	1527108459	23-Jun-26
0	14	1527108461	23-Jun-26
0.25	0	1527108462	23-Jun-26
0	0.2	1527108463	23-Jun-26
0	1	1527108464	23-Jun-26
0	0.2	1527108465	23-Jun-26
0	0.7	1527108468	23-Jun-26
0	100.36	1527108469	23-Jun-26
0.5	0	1527108472	23-Jun-26
0	0.2	1527108473	23-Jun-26
0	10	1527108476	23-Jun-26
0	0.3	1527108477	23-Jun-26
0	20	1527108479	23-Jun-26
0	0.3	1527108488	23-Jun-26
0	0.5	1527108490	23-Jun-26
20.145	0.0625	1527108491	23-Jun-26
0	45	1527108493	23-Jun-26
0	5	1527108495	23-Jun-26
0	0.05	1527108500	23-Jun-26
0	18	1527108501	23-Jun-26
0	20	1527108502	23-Jun-26
0	0.8	1527108504	23-Jun-26
0.02	2.1	1527108506	23-Jun-26
0	0.7	1527108510	23-Jun-26
0	2.8	1527108512	23-Jun-26
0.5	0	1527108513	23-Jun-26
0.25	0	1527108515	23-Jun-26
20	0	1527108519	23-Jun-26
1.5	0	1527108520	23-Jun-26
0	0.8	1527108521	23-Jun-26
16.145	0.0625	1527108523	23-Jun-26
14	0	1527108527	23-Jun-26
0	70	1527108533	23-Jun-26
1.6	0	1527108534	23-Jun-26
0	0.3	1527108535	23-Jun-26
0	0.5	1527108536	23-Jun-26
0	30.162	1527108537	23-Jun-26
0	4	1527108538	23-Jun-26
8	0	1527108539	23-Jun-26
0.02	201	1527108540	23-Jun-26
0	0.3	1527108541	23-Jun-26
0	4	1527108543	23-Jun-26
0	54.7	1527108544	23-Jun-26
0	0.3	1527108546	23-Jun-26
0	0.5	1527108548	23-Jun-26
0	0.2	1527108550	23-Jun-26
0	392.89	1527108551	23-Jun-26
0	0.1	1527108554	23-Jun-26
12.145	0.0625	1527108555	23-Jun-26
0	0.3	1527108559	23-Jun-26
0	4	1527108561	23-Jun-26
0	0.3	1527108563	23-Jun-26
0.4	0	1527108567	23-Jun-26
0	9	1527108568	23-Jun-26
0	0.3	1527108569	23-Jun-26
0	4	1527108572	23-Jun-26
0	7.8	1527108575	23-Jun-26
0	8	1527108576	23-Jun-26
22	0	1527108578	23-Jun-26
0	2	1527108579	23-Jun-26
0.02	73.1825	1527108581	23-Jun-26
0	2	1527108582	23-Jun-26
0	6	1527108583	23-Jun-26
5.12	0.05	1527108584	23-Jun-26
0	4	1527108586	23-Jun-26
0	1.1	1527108588	23-Jun-26
0.02	50.25	1527108589	23-Jun-26
0	3	1527108591	23-Jun-26
5	0	1527108593	23-Jun-26
0.02	50.2	1527108594	23-Jun-26
0	10	1527108596	23-Jun-26
0	5.036	1527108597	23-Jun-26
0	0.3	1527108600	23-Jun-26
62	0	1527108602	23-Jun-26
0	1.7	1527108604	23-Jun-26
1.07	0.025	1527108610	23-Jun-26
151.52	0.75	1527108611	23-Jun-26
0	0.1	1527108612	23-Jun-26
0	1	1527108616	23-Jun-26
3	0	1527108618	23-Jun-26
0	6	1527108619	23-Jun-26
5	0	1527108622	23-Jun-26
1.9	0	1527108623	23-Jun-26
0	0.3	1527108624	23-Jun-26
20	0	1527108627	23-Jun-26
6	0	1527108628	23-Jun-26
0	0.8	1527108630	23-Jun-26
10.02	0.05	1527108632	23-Jun-26
0	0.3	1527108634	23-Jun-26
0	0.4	1527108635	23-Jun-26
3	0	1527108639	23-Jun-26
0.25	0	1527108641	23-Jun-26
0.12	0	1527108642	23-Jun-26
0	0.25	1527108645	23-Jun-26
0	0.9	1527108646	23-Jun-26
0	3.9	1527108649	23-Jun-26
0.2	0	1527108652	23-Jun-26
0.25	0	1527108655	23-Jun-26
0	4	1527108657	23-Jun-26
0.02	5.1	1527108659	23-Jun-26
6.12	0.05	1527108661	23-Jun-26
1	0	1527108664	23-Jun-26
0	1.6	1527108665	23-Jun-26
0	0.3	1527108666	23-Jun-26
0.02	0.55	1527108669	23-Jun-26
0	2	1527108670	23-Jun-26
6	0	1527108671	23-Jun-26
1	0	1527108675	23-Jun-26
0	1	1527108678	23-Jun-26
0	2	1527108679	23-Jun-26
0	8	1527108680	23-Jun-26
0.02	6.231	1527108683	23-Jun-26
0	5	1527108686	23-Jun-26
0	0.2	1527108687	23-Jun-26
0	0.6	1527108691	23-Jun-26
0	3	1527108692	23-Jun-26
0	0.2	1527108694	23-Jun-26
0	10	1527108698	23-Jun-26
0	1	1527108699	23-Jun-26
5	0	1527108702	23-Jun-26
0	35	1527108703	23-Jun-26
0	2.5	1527108704	23-Jun-26
2	0	1527108706	23-Jun-26
0	30.108	1527108709	23-Jun-26
0	0.1	1527108710	23-Jun-26
0	0.4	1527108714	23-Jun-26
0	201.44	1527108715	23-Jun-26
0	3	1527108716	23-Jun-26
0	0.25	1527108717	23-Jun-26
0	0.3	1527108718	23-Jun-26
0.5	0	1527108724	23-Jun-26
50	0	1527108726	23-Jun-26
0	1.5	1527108729	23-Jun-26
1	0	1527108731	23-Jun-26
11	0	1527108732	23-Jun-26
0	4	1527108734	23-Jun-26
0	4	1527108735	23-Jun-26
0.1	0	1527108738	23-Jun-26
0	0.25	1527108739	23-Jun-26
0	0.05	1527108740	23-Jun-26
0	16.1152	1527108742	23-Jun-26
0	2	1527108745	23-Jun-26
0.57	0.025	1527108748	23-Jun-26
0	2	1527108750	23-Jun-26
0	1.2	1527108751	23-Jun-26
0.02	2.6	1527108753	23-Jun-26
1.92	0.05	1527108754	23-Jun-26
1.02	0.025	1527108757	23-Jun-26
0.4	0	1527108761	23-Jun-26
0	500	1527108762	23-Jun-26
0	0.6	1527108764	23-Jun-26
0	0.2	1527108768	23-Jun-26
0	1.5	1527108770	23-Jun-26
0.15	0	1527108772	23-Jun-26
0.02	100.25	1527108774	23-Jun-26
0.1	0	1527108775	23-Jun-26
0	2	1527108776	23-Jun-26
0	0.3	1527108777	23-Jun-26
0	1.2	1527108780	23-Jun-26
0.5	0	1527108783	23-Jun-26
15.145	0.0625	1527108785	23-Jun-26
0	41	1527108786	23-Jun-26
0	9.5	1527108787	23-Jun-26
0	1.6	1527108788	23-Jun-26
0	0.2	1527108789	23-Jun-26
0.02	12.15	1527108793	23-Jun-26
0	0.3	1527108798	23-Jun-26
0	10	1527108800	23-Jun-26
0	0.3	1527108801	23-Jun-26
1	0	1527108802	23-Jun-26
0	6	1527108803	23-Jun-26
0	14.49	1527108804	23-Jun-26
0	0.1	1527108805	23-Jun-26
0	0.3	1527108808	23-Jun-26
1	0	1527108809	23-Jun-26
0.02	31.2	1527108811	23-Jun-26
3.7	0	1527108812	23-Jun-26
0	20	1527108814	23-Jun-26
0	0.2	1527108815	23-Jun-26
0	50	1527108817	23-Jun-26
0	15	1527108818	23-Jun-26
0.02	2.76	1527108819	23-Jun-26
0	0.5	1527108821	23-Jun-26
49	0	1527108824	23-Jun-26
0.02	15.0375	1527108826	23-Jun-26
2	0	1527108827	23-Jun-26
2.5	0	1527108829	23-Jun-26
0	4	1527108831	23-Jun-26
0	1.05	1527108833	23-Jun-26
0	0.3	1527108834	23-Jun-26
0.2	0	1527108837	23-Jun-26
0.1	0	1527108839	23-Jun-26
25	0	1527108840	23-Jun-26
0.5	0	1527108843	23-Jun-26
35.37	0.175	1527108845	23-Jun-26
8	0	1527108846	23-Jun-26
0	0.25	1527108848	23-Jun-26
0	11.4	1527108849	23-Jun-26
0.5	0	1527108853	23-Jun-26
0	5.5	1527108855	23-Jun-26
1.5	0	1527108856	23-Jun-26
0.5	0	1527108857	23-Jun-26
2	0	1527108858	23-Jun-26
0	6	1527108859	23-Jun-26
0.02	40.1	1527108860	23-Jun-26
0	88.5	1527108861	23-Jun-26
0	0.3	1527108863	23-Jun-26
7.12	0.05	1527108866	23-Jun-26
0	0.5	1527108867	23-Jun-26
0	0.5	1527108868	23-Jun-26
0.2	0	1527108869	23-Jun-26
350	0	1527108870	23-Jun-26
0	0.1	1527108871	23-Jun-26
0	0.6	1527108873	23-Jun-26
0.5	0	1527108875	23-Jun-26
1	0	1527108876	23-Jun-26
0	2.3	1527108879	23-Jun-26
0	0.3	1527108880	23-Jun-26
0	5	1527108881	23-Jun-26
100	0	1527108883	23-Jun-26
0.02	60.3	1527108884	23-Jun-26
0.5	0	1527108888	23-Jun-26
0	0.7	1527108889	23-Jun-26
0.15	0	1527108890	23-Jun-26
0	15	1527108891	23-Jun-26
0	5	1527108892	23-Jun-26
0	3.5	1527108894	23-Jun-26
0	5	1527108895	23-Jun-26
202	0	1527108897	23-Jun-26
0	0.1	1527108902	23-Jun-26
8	0	1527108904	23-Jun-26
0	5.9	1527108906	23-Jun-26
0	2.5	1527108910	23-Jun-26
0	1	1527108915	23-Jun-26
0.43	0	1527108916	23-Jun-26
0	1	1527108917	23-Jun-26
0	100	1527108920	23-Jun-26
0	0.5	1527108924	23-Jun-26
0	2.2	1527108925	23-Jun-26
0	0.3	1527108928	23-Jun-26
0	0.5	1527108929	23-Jun-26
0	2	1527108932	23-Jun-26
0	0.5	1527108936	23-Jun-26
0.5	0	1527108937	23-Jun-26
1.5	0	1527108938	23-Jun-26
2.1	0	1527108940	23-Jun-26
0	2	1527108942	23-Jun-26
11.245	0.0625	1527108946	23-Jun-26
20	0	1527108947	23-Jun-26
30	0	1527108948	23-Jun-26
45.9	0.45	1527108949	23-Jun-26
0	9	1527108952	23-Jun-26
0	0.1	1527108953	23-Jun-26
0	0.6	1527108956	23-Jun-26
33	0	1527108957	23-Jun-26
0	4	1527108961	23-Jun-26
0	0.6	1527108963	23-Jun-26
0	100	1527108965	23-Jun-26
100.02	0.125	1527108967	23-Jun-26
